,beijing,chicago,dubai,las vegas,london,montreal,new delhi,new york city,san francisco,shanghai
buddhakhan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
belthazar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
theater district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
hooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the bar area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yorks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
new york dollars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
too.looks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kamloops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
potatoes).we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tonesha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockland county,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gansevoort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
balducci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
disheswe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amsterdam netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tengune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
buddakhan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
waldorf towers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rivington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
w.a.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york fabulousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
south-beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
themselves!!!bit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
av.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
americana inn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
midtown new york city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
excellent!hotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tad!by,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
americana inn on nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the americana inn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
this).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
bleecker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
time!yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
underbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
i`m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
bergen county,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the middle of union square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
boho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
williamsburg bridges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
brooklyn heights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
filenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
veritas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tabla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
also,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
the fairmont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
syms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
brodway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
park plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ready)--but,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manhattan park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jenny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
davinci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
march2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cheaper3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
summer?shower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
san gennaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mannathan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"chinatown, financial district",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
west 42nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"new, york",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
landsdowne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york for easter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
inwashington d.c.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
marked).we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
des moines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
moeny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gugenheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
macey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
nypd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
marker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
salford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cascina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paragraph).in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nintendo 64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
lucille,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
west 42nd street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
metrocard new york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
genoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
starwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the jersey shopping mall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
n.y.two,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
expeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
rockectfeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
competiton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lobbyand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
rockafeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
usd3.00.overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york strip',0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fromnew york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the rock (rockefeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
home)and,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york city murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rispetto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
navidades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
budweiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jagermeister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aspen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
system).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yorknew york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
yowza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
craftbar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
rose bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
morning).a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nice.-if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
warhols,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
haring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
basqiat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
reborn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scafu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
porter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
biltmore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fifth ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
the rock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
benjamine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york charm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
mama mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
seacaucus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
king deluxe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
new york).we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beaumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
intercontinental.a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockfeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
shoreham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
rockerfeller center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sorin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
westchester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
daphe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
penthouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
la cote basque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
intercontinentel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
alex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
comparison!anyway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
conforto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
east side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
inotecca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
williamsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
teany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
perfect!staff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
southport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
panneteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pre-4pm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the new york ',0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
quikbooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
rio de janerio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stanton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the gansevoort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
thor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
delancey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
tudor city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
tudor village,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
katarzyna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hotels!anyway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
east 42nd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
edison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
smarttravel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dawat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
globespan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
un,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
myra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
washington park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
eyeshield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
underhand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ny penn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ny.never agan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
s’mac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
el al,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the bar seine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dalal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
arabelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mirco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockerfeller ctr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
massimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
airtrain($5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york midtown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flatiron building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
leistunsgverhältnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
may09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beekman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
the united nations),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mid-town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
queensboro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
scranton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pelligrino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
l.r.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockerfeller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
fantastis city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
peu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
n.o.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
a quiet area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manahtten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hotel arlington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
decmber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
choicehotels[-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
greeeeaaatttt.new york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
worn).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york?luke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deauville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
guy&amp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deaville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tv)-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nwe york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
quot;new york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
new youk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
luis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
coolest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tramonti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
taso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
centrel park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. pats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
mermaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whoop-de-doo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tucumcari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wolcott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
walcott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
big bold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
red sky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ny.all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
osaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
service).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pensylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
n.y.c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
minado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
new york vacation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yers eve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
p.n.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
greenwhich village,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
new ark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
oriando(sp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york city /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stellenbosch south africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the hampton inn/manhattan times square south,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ta - excellent dumpling house,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
waffels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lower broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. marks place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
alphabet city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
city?!?beside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
usc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
marquis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lexington ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
sacto.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockafeller center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
starbucks 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
galway ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
san martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
nikki beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
the muse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
karmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new orleans brothel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mid manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grand suites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
beds&amp;clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
blaine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
sedan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
upper east side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
o l d. worn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whitney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
new york on business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
roc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
howards beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
all start,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york dram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hong kong!)the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
a poland spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york suprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
building'!!on,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. cheap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zürich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nyc?!if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hotel buckingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
m&amp;w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
suckingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
janauary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the buckingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
north city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"starbucks, zabars",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cilantro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the brand of excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amnh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
omnis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
upper manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
there!however,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
circuit city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"new yorker,&quot",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york excelsior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
information&quot;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
krisenzeit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
west houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aquagrill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mojitos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"royalton, morgans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hipness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aus$330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
